,model_id,auc,logloss,mean_per_class_error,rmse,mse
29,GBM_grid_1_AutoML_20190422_184447_model_23,0.7932892909850624,0.08265455370658167,0.3451373060721574,0.13254191851884642,0.017567360164656518
30,DeepLearning_grid_1_AutoML_20190422_184447_model_6,0.7885583837029723,0.07234475280797119,0.35955273084843403,0.11840663636631515,0.014020131535584788
31,GBM_grid_1_AutoML_20190422_184447_model_1,0.7767250993030844,0.07085538537225666,0.3919447354432854,0.12021447023870935,0.014451518854773537
32,DeepLearning_grid_1_AutoML_20190422_184447_model_5,0.7719757976786928,0.1966566636516784,0.36782513681267504,0.12098760523634247,0.014638000620825048
33,XRT_1_AutoML_20190422_184447,0.7715759281886259,0.09882181179194637,0.4296549178164471,0.12117661115278945,0.014683771090474331
34,GLM_grid_1_AutoML_20190422_184447_model_1,0.7684816592415933,0.06715641304555864,0.4078054904795189,0.11846427798314164,0.014033785158067056
35,DRF_1_AutoML_20190422_184447,0.7596638281810763,0.11465079090445544,0.41953098472503736,0.1219947749367068,0.014882725111857743
36,DeepLearning_grid_1_AutoML_20190422_184447_model_3,0.7472300393855024,0.07984186532019663,0.3648547962893148,0.11959701617563093,0.01430344627811412
37,DeepLearning_1_AutoML_20190422_184447,0.7456101876165864,0.06958360743027367,0.4119732525517439,0.11892542039630655,0.014143255616438246
38,DeepLearning_grid_1_AutoML_20190422_184447_model_1,0.7414103132409546,0.15047209468342645,0.4048977322109811,0.12096986529900873,0.014633708310460312
39,DeepLearning_grid_1_AutoML_20190422_184447_model_2,0.7334164847502518,0.15072486514404673,0.3935678286963945,0.1209695397017516,0.014633629535653656
40,GBM_grid_1_AutoML_20190422_184447_model_9,0.7288416354831566,0.11952676894660524,0.42749187109237996,0.13660631067654894,0.01866128411665781
41,DeepLearning_grid_1_AutoML_20190422_184447_model_4,0.723111123627562,0.17001699791564434,0.3924385388232908,0.12091218478313585,0.014619756429031187
42,GBM_grid_1_AutoML_20190422_184447_model_15,0.6609214600827299,0.3323133257445274,0.3913837425789245,0.15719524848244742,0.024710346145458386
43,DeepLearning_grid_1_AutoML_20190422_184447_model_7,0.6524680323532278,0.12020980700591125,0.4327258912970783,0.12133167832661836,0.014721376165553997
44,GBM_grid_1_AutoML_20190422_184447_model_7,0.5889125888925176,0.3325228547535837,0.4400036197437885,0.16594947604309626,0.02753922859897817
45,DeepLearning_grid_1_AutoML_20190422_184447_model_8,0.5685056133775829,0.29877520611796593,0.43898955382880395,0.13103045707144909,0.017168980680352858
46,GBM_grid_1_AutoML_20190422_184447_model_28,0.5612498146519338,1.3577718350873642,0.4317161300731021,0.24496140871618835,0.060006091760219475
