,model_id,auc,logloss,mean_per_class_error,rmse,mse
0,GBM_grid_1_AutoML_20190422_193704_model_1,0.8336408162019165,0.06501937578803263,0.3663637806548673,0.11773589881919673,0.01386174187076413
1,GBM_grid_1_AutoML_20190422_193704_model_28,0.8329964523641078,0.0652743817157022,0.3883459359645576,0.11779373334664008,0.013875363615739343
2,GBM_grid_1_AutoML_20190422_193704_model_3,0.8325129698697734,0.06434051562355766,0.3503628206223328,0.11796703326225065,0.013916220936696951
3,GBM_grid_1_AutoML_20190422_193704_model_8,0.8304304934768113,0.06550873007287572,0.3780241858977873,0.1178311153627756,0.013884171747635734
4,GBM_grid_1_AutoML_20190422_193704_model_24,0.8300791857419367,0.06681601331851238,0.3910267816956171,0.11815712576345383,0.013961106368680642
5,GBM_grid_1_AutoML_20190422_193704_model_4,0.83002232578721,0.06546571330760377,0.3946045850007312,0.11788598606601225,0.013897105710756035
6,GBM_grid_1_AutoML_20190422_193704_model_5,0.8289728628648362,0.0663309560654091,0.36935211789846784,0.11804249945638001,0.013934031677909476
7,GBM_1_AutoML_20190422_193704,0.8287828513834128,0.0679091858140812,0.3179101613752592,0.12148240868170113,0.014757975619107853
8,GBM_grid_1_AutoML_20190422_193704_model_6,0.8259028834393575,0.065240950770666,0.38266220520883865,0.1181240812312362,0.013953298566723685
9,GBM_grid_1_AutoML_20190422_193704_model_30,0.8245693541302118,0.0656986818229485,0.3569159347265699,0.11862954972582795,0.01407297006815269
10,GBM_grid_1_AutoML_20190422_193704_model_16,0.8244390983293943,0.0646788382529575,0.3714765779946996,0.1177192997821444,0.01385783354119838
11,GBM_2_AutoML_20190422_193704,0.8240084563493872,0.06584424573502047,0.3830438273038875,0.11888105308507856,0.014132704782617269
12,StackedEnsemble_BestOfFamily_AutoML_20190422_193704,0.8234688227048697,0.06743185176717313,0.3560600705281266,0.11900944059504676,0.014163246950745962
13,StackedEnsemble_AllModels_AutoML_20190422_193704,0.8230232007459114,0.06737259626550109,0.3357466226371114,0.1190156004867059,0.01416471315921119
14,GBM_grid_1_AutoML_20190422_193704_model_18,0.822289129913552,0.06521032908584971,0.3814422229299895,0.11812461467992195,0.013953424593280035
15,GBM_3_AutoML_20190422_193704,0.8195980756682735,0.0666553459358415,0.3504018567359762,0.11947664408750602,0.014274668482412588
16,GBM_grid_1_AutoML_20190422_193704_model_26,0.8194660651440128,0.0657132773799758,0.3736165280633957,0.11831868396684428,0.013999310975645978
17,GBM_grid_1_AutoML_20190422_193704_model_25,0.8191875568221374,0.06619310557462299,0.3531608611339009,0.11791627790795753,0.013904248595666671
18,GBM_grid_1_AutoML_20190422_193704_model_15,0.8151489268362097,0.0661486810975782,0.3822164795223861,0.11803971583104148,0.013933374513473026
19,GBM_5_AutoML_20190422_193704,0.8146577598633481,0.06606409154889041,0.4053144487748945,0.11830948683094918,0.013997134674202535
20,GBM_grid_1_AutoML_20190422_193704_model_29,0.8134515474093513,0.0681915316908693,0.3641241398203056,0.11850402643887475,0.014043204282225524
21,GBM_4_AutoML_20190422_193704,0.8090851731176438,0.0680054870087056,0.3896495398916321,0.12003091448486625,0.014407420432073272
22,GBM_grid_1_AutoML_20190422_193704_model_32,0.8088073908882277,0.06793274931225368,0.3706897876634229,0.11843952753685925,0.014027921683154441
23,GBM_grid_1_AutoML_20190422_193704_model_2,0.8087792202295997,0.06737231393861412,0.3920799701638236,0.11965002795761925,0.014316129190259066
24,GBM_grid_1_AutoML_20190422_193704_model_14,0.8081451686335042,0.0678535727323248,0.4007089739651423,0.11942183754840105,0.014261575283436696
25,GBM_grid_1_AutoML_20190422_193704_model_23,0.8069622430019512,0.06678021405725054,0.3835967207797445,0.11824453179575088,0.01398176929959634
26,GBM_grid_1_AutoML_20190422_193704_model_12,0.8055587840738119,0.06720291414869084,0.41140482588363336,0.11838063783361315,0.01401397541389308
27,GBM_grid_1_AutoML_20190422_193704_model_10,0.8051315045934079,0.0681343535764833,0.3998545878834911,0.11840493754128913,0.01401972923415658
28,GBM_grid_1_AutoML_20190422_193704_model_13,0.8029689159991068,0.06993691152674382,0.3897922516357091,0.12152129318557775,0.014767424697495144
29,GBM_grid_1_AutoML_20190422_193704_model_7,0.8019220462640875,0.06751316920528902,0.4067242350801787,0.11899006404238545,0.014158635340810988
30,GBM_grid_1_AutoML_20190422_193704_model_22,0.7999688748365795,0.06792092552546289,0.42496882081184295,0.1194617029947424,0.014271098482404043
31,GBM_grid_1_AutoML_20190422_193704_model_19,0.7959921960965511,0.06921775583666799,0.41354678999450817,0.119751519824393,0.014340426500251987
32,GBM_grid_1_AutoML_20190422_193704_model_11,0.7951572589200588,0.0690163137666214,0.3809829780934621,0.12039109314257365,0.014494015308063844
33,DeepLearning_grid_1_AutoML_20190422_193704_model_1,0.7909916924131273,0.07157524745851256,0.3398272276823511,0.11843816119977844,0.0140275980283847
34,GBM_grid_1_AutoML_20190422_193704_model_27,0.7894700792251583,0.07014092110471765,0.3821588675433265,0.12112069015095568,0.014670221582643812
35,XRT_1_AutoML_20190422_193704,0.7752180166082586,0.0940089638356838,0.40500091513581743,0.12110445964403067,0.014666290145672653
36,GBM_grid_1_AutoML_20190422_193704_model_9,0.7704820612547849,0.07092420770373999,0.4150422119901964,0.11897477234651245,0.014154996454904463
37,GBM_grid_1_AutoML_20190422_193704_model_20,0.7696218145697125,0.07551272879866096,0.3786521521475577,0.121097200159486,0.014664531886466615
38,GLM_grid_1_AutoML_20190422_193704_model_1,0.7684816592415933,0.06715641304555864,0.4078054904795189,0.11846427798314164,0.014033785158067056
