,model_id,auc,logloss,mean_per_class_error,rmse,mse
0,GBM_1_AutoML_20190424_001608,0.8285552473293065,0.06824513559490816,0.3553298635449255,0.12173140326866227,0.014818534541757685
1,GBM_2_AutoML_20190424_001608,0.8221516823398045,0.06595062633948404,0.3553884609351797,0.11895829989538745,0.01415107711400094
2,GBM_3_AutoML_20190424_001608,0.817605643384218,0.06629275509771561,0.3901433432716375,0.11901703698072925,0.014165055091672268
3,GBM_grid_1_AutoML_20190424_001608_model_2,0.8172289310572272,0.06982530843609465,0.35358304067917445,0.11962023521078935,0.014309000671884562
4,GBM_grid_1_AutoML_20190424_001608_model_5,0.8154362174192589,0.06786063560411662,0.3862580484539823,0.11841306628394782,0.01402165426676662
5,GBM_5_AutoML_20190424_001608,0.8138592483252288,0.06615286381499938,0.3675632162459107,0.11832316785442355,0.014000372051106094
6,GBM_grid_1_AutoML_20190424_001608_model_1,0.8100413850227491,0.066628050415823,0.3696941679544867,0.11897545337147347,0.01415515850494766
7,StackedEnsemble_BestOfFamily_AutoML_20190424_001608,0.8079396844675322,0.06874282642955327,0.3559428757476181,0.1196875696300678,0.014325114323952332
8,StackedEnsemble_AllModels_AutoML_20190424_001608,0.8077990040535494,0.06766725836624284,0.3578329462828328,0.11912739636663758,0.014191336565093976
9,GBM_grid_1_AutoML_20190424_001608_model_6,0.8023980863107143,0.07261754940101825,0.344727660265764,0.1194905025601204,0.014277980202070144
10,GBM_4_AutoML_20190424_001608,0.8014967116741993,0.0687356900249912,0.3894236559851378,0.12004950917160445,0.014411884652343141
11,GBM_grid_1_AutoML_20190424_001608_model_3,0.7979093481517049,0.06811470538864578,0.3648538108781201,0.1184284752031574,0.014025303738944865
12,DeepLearning_grid_1_AutoML_20190424_001608_model_1,0.7734231160489548,0.07365791637810955,0.33784149446562817,0.11888276596331986,0.014133112043089478
13,GBM_grid_1_AutoML_20190424_001608_model_7,0.7694211883080513,0.07592739466617784,0.3958490988319541,0.12004644303624458,0.014411148485654316
14,GLM_grid_1_AutoML_20190424_001608_model_1,0.7684816592415933,0.06715641304555864,0.4078054904795189,0.11846427798314164,0.014033785158067056
15,XRT_1_AutoML_20190424_001608,0.7676575615882429,0.09620901513791433,0.4269500332386112,0.12147640652336444,0.014756517341829704
16,DRF_1_AutoML_20190424_001608,0.7645896740005635,0.11400477132946728,0.4320898688785933,0.12194526787746368,0.014870648357706372
17,DeepLearning_1_AutoML_20190424_001608,0.7389982168033596,0.07228292932085673,0.39100722041900615,0.11921087277616295,0.01421123218805451
18,DeepLearning_grid_1_AutoML_20190424_001608_model_2,0.720716876962924,0.14591728560410314,0.43009760082973697,0.12096174647656392,0.014631744110660524
19,DeepLearning_grid_1_AutoML_20190424_001608_model_4,0.7039346241563044,0.07772917782926456,0.4357577854442769,0.12021726014989498,0.014452189637947529
20,DeepLearning_grid_1_AutoML_20190424_001608_model_3,0.6803075928197271,0.10404365118811076,0.4326863192580483,0.1203391841330028,0.014481519237796753
21,GBM_grid_1_AutoML_20190424_001608_model_4,0.6573492321304281,2.080083632295699,0.3545612601009618,0.2797692634287073,0.0782708407594414
