,model_id,auc,logloss,mean_per_class_error,rmse,mse
0,GBM_2_AutoML_20190422_040455,0.8254663289921822,0.06574331518199351,0.3350539736507616,0.1188766423655926,0.014131656100117006
1,GBM_grid_1_AutoML_20190422_040455_model_1,0.8250777744429388,0.0662969778213069,0.3724646774603077,0.11800557406316288,0.01392531550997662
2,GBM_1_AutoML_20190422_040455,0.8233657175756541,0.06829718859819088,0.36618597444192574,0.12135507734361327,0.014727054797074363
3,GBM_grid_1_AutoML_20190422_040455_model_2,0.8223871869713841,0.06560226615149596,0.3807556160701757,0.11791116834393928,0.01390304362023279
4,GBM_3_AutoML_20190422_040455,0.8199162684006308,0.0665272216692017,0.3418790353128671,0.11925190276219785,0.01422101631240469
5,StackedEnsemble_AllModels_AutoML_20190422_040455,0.8165468622752836,0.06763601129800142,0.3615975541610086,0.1190905332741258,0.014182555115515666
6,GBM_grid_1_AutoML_20190422_040455_model_5,0.8154400726244593,0.06636743391038459,0.3482143216793246,0.11909843473819992,0.014184437157089266
7,GBM_5_AutoML_20190422_040455,0.8118847608976668,0.06647485011510973,0.37377929378968106,0.11853059867120952,0.01404950282135534
8,GBM_grid_1_AutoML_20190422_040455_model_3,0.8097749868858194,0.06749094175648031,0.388432064360559,0.11826909772501988,0.0139875794766903
9,StackedEnsemble_BestOfFamily_AutoML_20190422_040455,0.8065152466536949,0.06893925008785008,0.3669752715209786,0.11976150321921535,0.014342817653326132
10,GBM_4_AutoML_20190422_040455,0.8054885086965045,0.06809261581167371,0.40155284035009203,0.11969755450098532,0.014327504553516354
11,DeepLearning_grid_1_AutoML_20190422_040455_model_5,0.7756710032193037,0.2072218340838753,0.3756348057814177,0.12098561133528055,0.014637518150171568
12,GLM_grid_1_AutoML_20190422_040455_model_1,0.7684816592415933,0.06715641304555864,0.4078054904795189,0.11846427798314164,0.014033785158067056
13,DRF_1_AutoML_20190422_040455,0.7619040049410246,0.11348512484528045,0.4331711242779335,0.12165844583560012,0.014800777443133644
14,XRT_1_AutoML_20190422_040455,0.7613651838285448,0.10080566835562564,0.4358865285524709,0.12140945611044668,0.014740256033034482
15,GBM_grid_1_AutoML_20190422_040455_model_9,0.7571854325867842,0.0714302857363173,0.4019750198953655,0.11920628686935328,0.01421013882917855
16,DeepLearning_1_AutoML_20190422_040455,0.751759654821177,0.07116139864768857,0.3615013555541137,0.11892270328432812,0.014142609356452347
17,GBM_grid_1_AutoML_20190422_040455_model_8,0.7409627118156491,0.0726279012322066,0.40630151960951855,0.11937733332050353,0.014250947710714603
18,DeepLearning_grid_1_AutoML_20190422_040455_model_3,0.728795191497637,0.1311230339780095,0.3974166373679715,0.12094460032905435,0.014627596348754691
19,DeepLearning_grid_1_AutoML_20190422_040455_model_4,0.7240849086989731,0.08763567124116872,0.4147782773812535,0.11944705938562596,0.01426759999587326
20,DeepLearning_grid_1_AutoML_20190422_040455_model_2,0.6581670542703805,0.12405870581730095,0.4589804697206219,0.12192424291415158,0.01486552101018904
21,DeepLearning_grid_1_AutoML_20190422_040455_model_1,0.6071603469567122,0.14252715655020576,0.4469909976463713,0.12287092584586401,0.015097264418219809
22,GBM_grid_1_AutoML_20190422_040455_model_6,0.5716583241236285,1.4333053507760931,0.4337574612267059,0.2283205633054073,0.0521302796280985
23,GBM_grid_1_AutoML_20190422_040455_model_4,0.5440310765498015,0.7236978719806567,0.43048517861174335,0.18250604372663845,0.03330845599674967
24,GBM_grid_1_AutoML_20190422_040455_model_7,0.5346211257327116,1.9100337134033718,0.4653717602899792,0.23516194448085195,0.055301140132015286
